SiteId,Latitude,Longitude,MinBusDis,NumOfBusStop100,NumOfBusStop200,NumOfBusStop300,NumOfBusStop400,NumOfBusStop500,NumOfBusLine100,NumOfBusLine200,NumOfBusLine300,NumOfBusLine400,NumOfBusLine500,MinCoffeebeanDis,NumOfCoffeeBean100,NumOfCoffeeBean200,NumOfCoffeeBean300,NumOfCoffeeBean400,NumOfCoffeeBean500,MinMcDis,NumOfMc100,NumOfMC200,NumOfMc300,NumOfMc400,NumOfMc500,MinMrtDis,NumOfMrt100,NumOfMrt200,NumOfMrt300,NumOfMrt400,NumOfMrt500,MinSchoolDis,NumOfSchool100,NumOfSchool200,NumOfSchool300,NumOfSchool400,NumOfSchool500,NumOfJC100,NumOfJC200,NumOfJC300,NumOfJC400,NumOfJC500,NumOfPri100,NumOfPri200,NumOfPri300,NumOfPri400,NumOfPri500,NumOfSec100,NumOfSec200,NumOfSec300,NumOfSec400,NumOfSec500,NumOfMix100,NumOfMix200,NumOfMix300,NumOfMix400,NumOfMix500,MinTourDis,NumOfTour100,NumOfTour200,NumOfTour300,NumOfTour400,NumOfTour500,NumOfArchTour100,NumOfArchTour200,NumOfArchTour300,NumOfArchTour400,NumOfArchTour500,NumOfArtsTour100,NumOfArtsTour200,NumOfArtsTour300,NumOfArtsTour400,NumOfArtsTour500,NumOfCulTour100,NumOfCulTour200,NumOfCulTour300,NumOfCulTour400,NumOfCulTour500,NumOfHisTour100,NumOfHisTour200,NumOfHisTour300,NumOfHisTour400,NumOfHisTour500,NumOfNatTour100,NumOfNatTour200,NumOfNatTour300,NumOfNatTour400,NumOfNatTour500,NumOfPlaTour100,NumOfPlaTour200,NumOfPlaTour300,NumOfPlaTour400,NumOfPlaTour500,NumOfRecTour100,NumOfRecTour200,NumOfRecTour300,NumOfRecTour400,NumOfRecTour500
43,1.376372148,103.8369574,0.111546533,0,2,8,10,14,0,3,23,28,38,1.486335402,0,0,0,0,0,0.96851758,0,0,0,0,0,1.05155444,0,0,0,0,0,0.415451975,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.863859396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1.355728333,103.8520048,0.232607685,0,0,3,8,8,0,0,20,55,55,0.709177895,0,0,0,0,0,0.845991664,0,0,0,0,0,0.717542732,0,0,0,0,0,0.41959075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81620054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1.374807124,103.8092922,1.793685702,0,0,0,0,0,0,0,0,0,0,4.364191398,0,0,0,0,0,3.947793599,0,0,0,0,0,4.020025512,0,0,0,0,0,2.486032501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.634142899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1.354781261,103.8058572,2.373143649,0,0,0,0,0,0,0,0,0,0,2.908656224,0,0,0,0,0,3.708754756,0,0,0,0,0,2.797824239,0,0,0,0,0,2.67871398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.140318029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1.347689681,103.8567759,0.246454324,0,0,2,5,6,0,0,6,15,18,0.716077202,0,0,0,0,0,1.6898648,0,0,0,0,0,0.813831768,0,0,0,0,0,0.301172872,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.453205092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1.366120735,103.8245554,0.401395371,0,0,0,0,4,0,0,0,0,28,2.639460839,0,0,0,0,0,2.349382573,0,0,0,0,0,2.524476307,0,0,0,0,0,0.594457866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.378689822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1.301680717,103.8595071,0.139153214,0,4,11,18,23,0,24,67,106,142,0.497704186,0,0,0,0,1,0.638056349,0,0,0,0,0,0.439623567,0,0,0,0,1,0.369342564,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077760728,2,3,3,5,5,0,0,0,1,1,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0
50,1.327041967,103.7955964,0.229903478,0,0,2,5,6,0,0,6,15,29,0.405181009,0,0,0,0,1,2.082710579,0,0,0,0,0,0.491029762,0,0,0,0,1,0.858819012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.693758984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1.339844812,103.8179398,0.251739761,0,0,2,2,3,0,0,14,14,21,2.676437378,0,0,0,0,0,1.998194677,0,0,0,0,0,1.962971604,0,0,0,0,0,1.634711207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740810505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1.320635948,103.807297,0.274681769,0,0,1,4,4,0,0,9,38,38,1.70814386,0,0,0,0,0,0.741796398,0,0,0,0,0,0.372784453,0,0,0,1,1,0.12317152,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.220099521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1.343604645,103.8202202,0.412253451,0,0,0,0,2,0,0,0,0,14,3.083642016,0,0,0,0,0,2.468415874,0,0,0,0,0,2.2310694,0,0,0,0,0,2.104941167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273504754,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
54,1.354568188,103.8491154,0.090609626,1,2,5,6,11,7,14,31,33,77,0.475440092,0,0,0,0,1,0.765969393,0,0,0,0,0,0.456528541,0,0,0,0,1,0.328407541,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.969851989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1.3476422,103.8038822,1.949786616,0,0,0,0,0,0,0,0,0,0,2.094683325,0,0,0,0,0,3.016041154,0,0,0,0,0,1.978853255,0,0,0,0,0,1.863574937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.075980559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1.339656409,103.8568827,0.050850108,1,4,5,8,19,1,4,5,16,74,1.240242868,0,0,0,0,0,1.122291257,0,0,0,0,0,1.139325376,0,0,0,0,0,0.147306065,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.709083109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1.316170559,103.8339041,0.204362546,0,0,4,5,6,0,0,34,42,46,1.240041882,0,0,0,0,0,1.079410468,0,0,0,0,0,0.58753596,0,0,0,0,0,0.327061555,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.330378016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1.370123314,103.8041925,2.558893967,0,0,0,0,0,0,0,0,0,0,4.263262364,0,0,0,0,0,4.513116248,0,0,0,0,0,4.175492417,0,0,0,0,0,2.892349836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460394119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1.331739422,103.7874047,0.304031644,0,0,0,3,3,0,0,0,44,44,0.926813228,0,0,0,0,0,2.605627521,0,0,0,0,0,0.572408399,0,0,0,0,0,0.559998938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.082307349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1.347984111,103.840601,0.11091743,0,2,4,10,13,0,2,11,56,75,0.928739443,0,0,0,0,0,1.577431454,0,0,0,0,0,0.16815149,0,1,1,1,1,0.330926689,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.059141544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1.305596395,103.8576566,0.195834134,0,1,4,10,13,0,9,30,75,85,0.655867615,0,0,0,0,0,1.080493487,0,0,0,0,0,0.597353661,0,0,0,0,0,0.194072754,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37103919,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,1.326525782,103.8373667,0.113142296,0,1,2,4,8,0,9,12,30,79,0.692179874,0,0,0,0,0,1.193404254,0,0,0,0,0,0.989171888,0,0,0,0,0,0.291819435,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073736427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1.32069494,103.855043,0.219465309,0,0,4,7,10,0,0,20,35,50,1.04624368,0,0,0,0,0,1.028506787,0,0,0,0,0,0.797870404,0,0,0,0,0,0.310459205,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.210870271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1.333025594,103.848093,0.146689651,0,5,5,12,17,0,37,37,89,118,0.099133216,1,1,1,1,1,0.074782435,1,1,1,1,1,0.133638167,0,1,1,1,1,0.549027021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579248107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1.34465647,103.8463278,0.153031615,0,3,4,5,15,0,17,23,27,62,0.679539691,0,0,0,0,0,1.372015893,0,0,0,0,0,0.428597795,0,0,0,0,1,0.402285881,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.858840803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1.370724418,103.8178781,1.188101687,0,0,0,0,0,0,0,0,0,0,3.367363531,0,0,0,0,0,2.990506899,0,0,0,0,0,3.23031805,0,0,0,0,0,1.431024835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92042572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1.34275976,103.817256,0.538184845,0,0,0,0,0,0,0,0,0,0,2.749205307,0,0,0,0,0,2.300462409,0,0,0,0,0,2.198908381,0,0,0,0,0,1.812543289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611407708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1.313391978,103.815462,0.749504533,0,0,0,0,0,0,0,0,0,0,1.66156289,0,0,0,0,0,1.016716396,0,0,0,0,0,0.976687947,0,0,0,0,0,0.98207955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070757058,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
69,1.324259419,103.8088931,0.159265914,0,2,4,5,6,0,27,54,68,82,1.633893909,0,0,0,0,0,0.578237788,0,0,0,0,0,0.173671066,0,1,1,1,1,0.341527211,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.396951773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1.316708147,103.8402341,0.156334061,0,2,4,5,10,0,17,32,40,77,0.774145939,0,0,0,0,0,0.378838789,0,0,0,1,1,0.530932148,0,0,0,0,0,0.588375541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454303444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1.344156898,103.7873585,0.977045196,0,0,0,0,0,0,0,0,0,0,1.760319748,0,0,0,0,0,3.803758088,0,0,0,0,0,1.022767559,0,0,0,0,0,1.327685439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.250843199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1.330628821,103.7956178,0.073113098,1,3,5,6,9,3,31,37,51,93,0.008913753,1,1,1,1,1,2.2139053,0,0,0,0,0,0.168305783,0,1,1,1,1,0.738531393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92842115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1.305990648,103.8285836,0.115443857,0,2,4,7,9,0,23,45,70,91,0.039221507,1,1,1,1,2,0.039221507,1,1,1,2,2,0.448536104,0,0,0,0,1,0.638551396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473646636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,1.324957538,103.8515518,0.065429144,1,4,5,9,15,5,21,29,43,68,0.784964525,0,0,0,0,0,0.627493759,0,0,0,0,0,0.873516796,0,0,0,0,0,0.768107943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613055293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1.365884605,103.806672,2.365384031,0,0,0,0,0,0,0,0,0,0,4.10048422,0,0,0,0,0,4.292337266,0,0,0,0,0,4.000763096,0,0,0,0,0,2.582579383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.917221659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1.384231254,103.8178908,0.381427517,0,0,0,1,2,0,0,0,4,8,3.762385933,0,0,0,0,0,3.258991941,0,0,0,0,0,3.004927664,0,0,0,0,0,2.16508029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5560214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1.343579162,103.8119471,1.027759331,0,0,0,0,0,0,0,0,0,0,2.308189389,0,0,0,0,0,2.366536498,0,0,0,0,0,2.074713321,0,0,0,0,0,1.5879177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.164497587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1.300665746,103.8104112,0.452167166,0,0,0,0,2,0,0,0,0,4,2.06075693,0,0,0,0,0,2.122240646,0,0,0,0,0,0.841158047,0,0,0,0,0,0.589348119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587503825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1.331850859,103.7857574,0.312748098,0,0,0,2,4,0,0,0,29,58,1.110084777,0,0,0,0,0,2.575873332,0,0,0,0,0,0.460271464,0,0,0,0,1,0.383517475,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.953194516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1.381103678,103.7971621,2.543825324,0,0,0,0,0,0,0,0,0,0,4.131522074,0,0,0,0,0,3.67158551,0,0,0,0,0,3.745425769,0,0,0,0,0,2.595169497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.553340681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1.339024144,103.8491859,0.147912479,0,3,10,11,19,0,5,40,41,76,0.756353886,0,0,0,0,0,0.727314202,0,0,0,0,0,0.340942911,0,0,0,1,1,0.192075128,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.256887305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1.378653631,103.8439865,0.044038523,2,5,7,14,19,20,24,43,64,85,1.165995251,0,0,0,0,0,0.697022993,0,0,0,0,0,0.346308435,0,0,0,1,1,0.208711768,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.883559746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1.35678232,103.8240613,0.532317741,0,0,0,0,0,0,0,0,0,0,2.823212794,0,0,0,0,0,2.529457136,0,0,0,0,0,1.922683703,0,0,0,0,0,1.033102107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3412154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1.304707698,103.8583855,0.091624283,1,2,6,12,17,15,19,52,81,120,0.727125686,0,0,0,0,0,0.973957684,0,0,0,0,0,0.586025911,0,0,0,0,0,0.167866404,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24336125,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
85,1.347816607,103.7895552,1.418653207,0,0,0,0,0,0,0,0,0,0,2.02278044,0,0,0,0,0,3.902949903,0,0,0,0,0,1.49288548,0,0,0,0,0,1.799342109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.357689136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1.331681267,103.8402217,0.148204834,0,4,4,7,12,0,44,44,76,130,0.895437298,0,0,0,0,0,0.928464599,0,0,0,0,0,0.679182399,0,0,0,0,0,0.245506331,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852404752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1.327469906,103.8421343,0.133699321,0,2,8,9,16,0,24,86,102,167,0.383083274,0,0,0,1,1,0.905891215,0,0,0,0,0,0.796855746,0,0,0,0,0,0.316902085,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534674401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1.346305866,103.8145014,1.03651866,0,0,0,0,0,0,0,0,0,0,2.719736518,0,0,0,0,0,2.662670094,0,0,0,0,0,2.442325457,0,0,0,0,0,1.979310468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887080429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1.368769036,103.8333299,0.18266142,0,3,6,10,13,0,10,21,32,45,1.644568209,0,0,0,0,0,1.330587489,0,0,0,0,0,1.813807892,0,0,0,0,0,0.225158323,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.927265553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1.332772912,103.8233549,0.600957076,0,0,0,0,0,0,0,0,0,0,2.397429672,0,0,0,0,0,1.574795177,0,0,0,0,0,1.455725812,0,0,0,0,0,1.381826345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.346810412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1.31456378,103.8371234,0.143108421,0,1,6,8,12,0,9,59,80,110,1.122796264,0,0,0,0,0,0.789640047,0,0,0,0,0,0.230953198,0,0,1,1,1,0.504194056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253141368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1.383488291,103.7874923,1.533313619,0,0,0,0,0,0,0,0,0,0,3.545241187,0,0,0,0,0,2.623930719,0,0,0,0,0,2.721979093,0,0,0,0,0,1.526354182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080162419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1.319636334,103.8111409,0.071259036,1,3,4,5,8,10,29,38,52,85,2.013114643,0,0,0,0,0,0.419539489,0,0,0,0,1,0.486217524,0,0,0,0,2,0.175565331,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834835789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1.308239351,103.791356,0.152421741,0,4,9,15,17,0,50,84,112,128,0.531486273,0,0,0,0,0,0.181842409,0,1,1,1,1,0.16012392,0,1,1,1,1,0.872544306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.196380727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1.32800195,103.8254306,0.403282963,0,0,0,0,1,0,0,0,0,7,2.013226689,0,0,0,0,0,1.442508805,0,0,0,0,0,0.897749432,0,0,0,0,0,0.803641793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.897098775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1.318785271,103.839291,0.281961315,0,0,1,3,8,0,0,8,32,71,0.735524028,0,0,0,0,0,0.481933769,0,0,0,0,1,0.531686879,0,0,0,0,0,0.403445547,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325800079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1.34793767,103.8235287,0.833338588,0,0,0,0,0,0,0,0,0,0,2.802034731,0,0,0,0,0,2.927000459,0,0,0,0,0,1.783674237,0,0,0,0,0,1.716146997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368372353,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
98,1.341381276,103.8157115,0.549651634,0,0,0,0,0,0,0,0,0,0,2.525014731,0,0,0,0,0,2.125066507,0,0,0,0,0,1.983764676,0,0,0,0,0,1.58514004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831927863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
